0,120,79,5.257562500000001,0.3629032258064516
1,120,84,5.059895833333333,0.3225806451612903
2,121,70,3.9222499999999996,0.43548387096774194
3,121,73,4.1905625,0.4112903225806452
4,121,70,4.42225,0.43548387096774194
5,120,65,3.97025,0.47580645161290325
6,120,65,3.97025,0.47580645161290325
7,121,64,3.9160000000000004,0.4838709677419355
8,120,62,3.75625,0.5
9,120,66,4.0525625000000005,0.46774193548387094
10,121,60,3.601,0.5161290322580645
11,120,61,3.6522500000000004,0.5080645161290323
12,120,64,3.8890625,0.4838709677419355
